bin,size,"(0, 0, 0)","(0, 0, 1)","(0, 0, 2)","(0, 1, 0)","(0, 1, 1)","(0, 1, 2)","(0, 2, 0)","(0, 2, 1)","(0, 2, 2)","(1, 0, 0)","(1, 0, 1)","(1, 0, 2)","(1, 1, 1)","(1, 1, 2)","(1, 2, 2)","(2, 0, 0)","(2, 0, 1)","(2, 0, 2)","(2, 1, 1)","(2, 1, 2)","(2, 2, 2)","(3, 0, 0)","(3, 0, 1)","(3, 0, 2)","(3, 1, 1)","(3, 1, 2)","(3, 2, 2)",position
251,9670,0.04270822600735403,0.0486002008754028,0.0578666429979824,0.04580009204063355,0.05238695610855003,0.06352896567173097,0.047462994609132426,0.05466166356137776,0.06738928126056298,0.012847155021900243,0.04855175913938284,0.054585160056946386,0.006371971750940216,0.0260829173793956,0.001588977022953898,0.0173522956005183,0.07982232526279073,0.07385193220816301,0.007251028934401644,0.029271432337535326,0.0016155535169870797,0.01349443126974847,0.05540866556300168,0.05929534745056633,0.006363682523530937,0.02440959607948402,0.0014307457490263364,25171813.5
251,20369,0.04103459758172325,0.03803888343642937,0.04048426514962068,0.04731780368815237,0.04203728272449316,0.03866347916385683,0.057121177973442336,0.05062315982461434,0.041371945632823294,0.019119423492960107,0.06302355519917531,0.04797703858100794,0.009198233509065049,0.023873329742033614,0.0014910100558849662,0.022348827695521514,0.09169406273087906,0.08462088628202837,0.01095458500929245,0.0362570323301522,0.001967808048053032,0.021117769227040412,0.0743001204592181,0.05793548660462463,0.010005274608813394,0.02571754674486209,0.0017054145042321325,25189815
252,3214,0.05070896231013617,0.04360691580885281,0.02636469233063398,0.058448624770593476,0.05210929218779346,0.031841326831705145,0.06155709252192167,0.05932279654099678,0.036454476441271415,0.018096525134496826,0.06964315763818058,0.04566887424748987,0.009896918202041817,0.0219355003393287,0.0013015981246561551,0.022276907603591765,0.11299916046193943,0.09797529353984222,0.014729506752348541,0.04147357995856221,0.0023408793758543183,0.015429931684044449,0.04877902470602103,0.029435200936368953,0.008966539419369637,0.01741415832291913,0.0012230638090394588,25201606.5
252,3815,0.04095641484410636,0.039218116361033444,0.030640019696705226,0.046685620614917774,0.04801839064975915,0.03847999381709454,0.05462989671305863,0.06066569173644558,0.050066982199633035,0.01780592343701922,0.07269442083503418,0.06700096179259804,0.009829392636847172,0.02954407132653548,0.0016094753873288376,0.01643449276549401,0.06264059263788273,0.0728919265746976,0.009123714060571683,0.028511003798542725,0.0015359959691662378,0.01626834292571638,0.060628924787700864,0.07706459729056123,0.009260027298235414,0.03610234766029651,0.0016926621830179625,25205362
252,2953,0.037650547191782006,0.026739678930902094,0.021364290373345807,0.04333131595097835,0.028196260139121243,0.023104147412270848,0.049807089233366256,0.02842851621916127,0.024405008993916094,0.014908279865817907,0.02513148036019885,0.021109470949798193,0.0029081300480821443,0.009601396975686498,8.477975291292685e-4,0.018160113917492664,0.07854279922037848,0.33412656424182363,0.0035659202528680067,0.04245392361755755,0.0015774951786827497,0.01536593418142436,0.03420191000119681,0.08563864037955252,0.003106966673948578,0.02468723201712289,0.0010390901443949707,25212932
252,24183,0.021645380295857348,0.022670573146157967,0.02066314239361179,0.027692365426358233,0.029547311496634067,0.027106359162550185,0.038529531433680375,0.04137361464494174,0.038187336731790957,0.01508725058060014,0.05805264175929024,0.054452963444947315,0.010572344533341183,0.03458999354193893,0.0030592876228158965,0.017627390835501182,0.08717452335817397,0.1010403787869387,0.012725799857994506,0.053445693316645025,0.003996461511858006,0.01779277405235057,0.08586346353841914,0.10417641620799452,0.012653800310752165,0.05635222082840453,0.003920981180451305,25226808
252,11373,0.025089029065710006,0.022162122722681456,0.01816843551844369,0.03394531468769411,0.031724626006721816,0.027081234150051273,0.04514614591501252,0.04673108885873232,0.04279045892199563,0.014614171092665985,0.06204279931699944,0.059420975817697716,0.010170143569087953,0.041522393807562764,0.00417514036221871,0.01326923874527368,0.0512248631419223,0.05660434544250368,0.009008344554885505,0.03116220061938628,0.0033344151614191114,0.01732281932022323,0.09725894268501117,0.1411453033664349,0.013010382169716728,0.07637051618578931,0.0055045487941586995,25245224
252,4482,0.07704214292402256,0.08564317535544405,0.09080525452834244,0.07104991664227922,0.07826803957283332,0.08599345821809463,0.06304715572027,0.06786145171701817,0.07629435159957432,0.014438441776381527,0.04854415958986076,0.05394671822663737,0.004713758718823105,0.016373009957764393,6.459039815672362e-4,0.012426738075227083,0.029347846100687483,0.02231388519324473,0.003906359273832921,0.010163712306648216,5.868784230994979e-4,0.012306157810536178,0.03467081810926307,0.024583944262751064,0.004086851090947578,0.010428162871323695,5.117079535253887e-4,25253621.5
252,4805,0.00724142919534425,0.007459837932474508,0.019605281539721964,0.009934295730540938,0.010493355248261785,0.02765494909391682,0.01419371256954141,0.01607977865177518,0.043914612096317085,0.0054698578917989895,0.0253756372487732,0.07951813018921182,0.006193943457714121,0.08176384111250137,0.021784144979457798,0.007023104740010948,0.03386903452367827,0.1005380019132079,0.007560363680750679,0.09584518506690201,0.0384326501628702,0.006193322046217984,0.03672032454853311,0.13141709555510522,0.007201183607610216,0.11629018016589793,0.042226747051864306,25261722
253,10750,0.014012262309999067,0.011008979366849705,0.011874782421914462,0.019668193819417965,0.015509782501310935,0.016868819605620273,0.02918014606678729,0.023077494975051283,0.025511441528637487,0.01176249326980012,0.03621463749352129,0.03804330137763157,0.008110503117355472,0.03088023579464477,0.006024125901496433,0.01598472304481884,0.09315420857264554,0.17646771817784396,0.010854023519335771,0.0664110849241602,0.007307039961370586,0.015856352402595218,0.09274837314513769,0.1430748435301503,0.011471581842023518,0.06165203428825554,0.007270817041624717,25339825.5
254,20869,0.05349073402281762,0.036550015511466985,0.02339908312683352,0.0648709223066927,0.044442655428824716,0.028521680054725072,0.07813744961952254,0.053954117417799194,0.03519031542215901,0.025450295536654993,0.06931357111917075,0.049584828923968996,0.007729192656165928,0.021562800366206007,0.0012500153585262587,0.02664173916047371,0.08248170664776402,0.07147511798574034,0.0080915146855421,0.025073920721122876,0.0013626296708536257,0.026798935177889217,0.08060400905521807,0.05606357594244075,0.007858677867735052,0.018985841139964186,0.0011146550737217834,25433519
254,19277,0.05432399266435428,0.03354074479330919,0.01705785052504888,0.0650485213826386,0.0398337306816745,0.020199399720984654,0.08079412213704924,0.04845505473710244,0.024453514710103628,0.028652229477961193,0.06805947042611976,0.03661288115504361,0.008140690373652084,0.015621104633444793,0.0010007496560826084,0.03164275625171283,0.08701557142950785,0.05644606973167977,0.009131839197934396,0.021798392537616004,0.0015215071436644849,0.03379865984689089,0.10518188822603296,0.07856683543649338,0.009230298802575906,0.022716714316548627,0.00115541000477344,25454415
254,8552,0.05026934744931662,0.03730201833817286,0.022368735877215586,0.0583420165532162,0.044033562293817274,0.027348729926455043,0.069508637074566,0.05345432973648545,0.035001763777034935,0.022884022297148237,0.06570929007633727,0.044934889926894914,0.008421053839392876,0.019927400432889025,0.0015882742161578854,0.024162741057081973,0.07378469614500123,0.05444907561474857,0.008857225868625666,0.022797214887581654,0.0014374215460847815,0.025960270500062884,0.09936172085132566,0.08671899209202023,0.009600432692192172,0.030271028774982126,0.0015051081551928714,25469889.5
254,18130,0.07617663900790166,0.0603422394256885,0.04372906816716185,0.07503841546033135,0.06115819599682916,0.043678489848027455,0.07427986863093763,0.06312482274995201,0.0455185400307898,0.020694499122654322,0.06783060149595516,0.05572996588964668,0.0066675557476735025,0.018365362992432046,7.488240793308529e-4,0.019341168512443135,0.05568060672371695,0.037122986406216724,0.006035260464425874,0.013936773786928713,6.385039861274783e-4,0.02061448445815794,0.06410495743267401,0.04543956281499635,0.00645031040272156,0.016755771507587714,7.965248586915998e-4,25484906.5
254,5804,0.06925283753859005,0.05376300343632167,0.04310203860596423,0.07376401022804815,0.06108949788780885,0.053802633240578324,0.074653497406166,0.06849871589820962,0.06736327008410485,0.01851047698530523,0.064516459360306,0.05987957978118737,0.006298066497012067,0.02090620685050526,0.0010021198060454857,0.017918162847762265,0.054104590167157365,0.03634645007581279,0.005237487703629973,0.012631343595738377,6.319705880649545e-4,0.01718054944318257,0.05350178280211641,0.04478114069552571,0.005362771358946165,0.015077228247671466,8.241088682387987e-4,25497097.5
255,4683,0.017469517893619335,0.015255426222378637,0.015216572320123392,0.022875158691722318,0.020378152059925502,0.02014537012793857,0.03239393188645924,0.029392820512891032,0.028512231721793794,0.013493592645230439,0.04643484481416011,0.043591483339730105,0.009787461133731834,0.032761573266106125,0.004339348615240117,0.015826678451199845,0.0817404733329925,0.11793613041281001,0.011802722304779505,0.05603692418445958,0.006179054907107119,0.016599507529217416,0.09279161789102268,0.14092568964552,0.014135219523689254,0.08590747542235719,0.008071021143794333,25502341
255,10667,0.04472678733070179,0.03592651382210738,0.023735598294729342,0.05088075689165429,0.041991792623792254,0.02870456537835877,0.060337342038780356,0.05035687539471574,0.035310222402975204,0.02101188851276913,0.06199922399969896,0.04169057381040887,0.009765409220959451,0.02179769527858405,0.0015947879276426435,0.023834798338152587,0.09037059895463995,0.07873021189831525,0.011732930756516359,0.035157118327542494,0.001904778609220987,0.02255526840109497,0.0805499878945769,0.08052642603899608,0.010958429673187671,0.03194458348954975,0.0019048346903287714,25523639
255,2270,0.045329142142618545,0.03274424496024781,0.024781706292045742,0.05531258199215085,0.041124171094791086,0.03284580498592124,0.06406726344426351,0.04904501220239476,0.04135545204646334,0.01903984392117152,0.05719940516409597,0.050443209783704326,0.006124685415102353,0.017989887573676408,8.238167568691637e-4,0.016241181838401245,0.038169980873062406,0.022290937090609208,0.005186002719644778,0.010311760083525684,5.72295674585282e-4,0.02517580849332735,0.14426018273470317,0.1603456516020126,0.008060246007998541,0.03034928988110047,8.104352255126145e-4,25532214.5
255,3907,0.04084907401167591,0.04420803399263325,0.05605551108230492,0.04875397588792232,0.05273922598321838,0.06605066271821787,0.05672584821217077,0.060691568284414486,0.07543573558397952,0.01758897929653399,0.06973905965217465,0.07746458991515594,0.00788013807275427,0.03198469688738155,0.0017104508985556245,0.01571147896168256,0.04197460482220047,0.02998780380750824,0.006808516048221466,0.017036676904498477,0.0014259003342790187,0.017293705973363625,0.05734209340311929,0.06471379950408185,0.007694117986759462,0.029868177223605148,0.0022655745515869396,25535622
255,47515,0.0537887636401638,0.04524944846443751,0.03379800961374641,0.059270510452018116,0.04945961803655116,0.03679647665619593,0.06447731023547741,0.05343025259770689,0.03947108395272909,0.019463620478319028,0.05913580149604342,0.04498826536644373,0.0074848146753658295,0.019849265686023847,0.00116544716155919,0.019935899878441573,0.07041441411815283,0.061260533040749784,0.007985231482020272,0.024883585938462672,0.0012837811945135462,0.023027186615315703,0.08636612539799317,0.07588831995091659,0.008985401954431853,0.03053969828323506,0.0016011336329855583,25561542
255,9102,0.03189634452527493,0.03346490039372169,0.04098522291992644,0.03312463336502713,0.03404584650229086,0.044290881224107376,0.03538450829873497,0.03558005056418864,0.049348759990167336,0.010776487383682668,0.03805588835500447,0.05509846277705751,0.006486685227039986,0.03006829096330817,0.0037967513293842743,0.012155508925452824,0.05687358541175936,0.10034318470808265,0.00893645030778015,0.06612325317862124,0.008774202754874517,0.013895879283486018,0.0672303983744601,0.11146781944997629,0.008936938630276229,0.05765265090661155,0.005206414249702639,25590173.5
255,2002,0.020302369207453076,0.01483926248968264,0.020218333886741036,0.0283164144099812,0.021030524149802964,0.029282142249790023,0.03850968131792468,0.03025020312209396,0.04382759683943007,0.01215991072952031,0.03716373716824255,0.04068052247421407,0.005652955028068587,0.02633444988781455,0.002901493195321824,0.011887433136455494,0.054892822447823175,0.12505916476960566,0.006136391758975917,0.05360526784450653,0.004147755925763127,0.011771284358669436,0.05955351121994025,0.2298581517934958,0.005600511147955039,0.06302302983774782,0.002995079602980226,25598998.5
256,3221,0.008676992672382465,0.008801678298685816,0.01544699835897426,0.013261107414627372,0.01296404041993378,0.021490724193382056,0.022085870015283046,0.02081876639922352,0.032479305987577714,0.00978817121756382,0.03283229705723613,0.04096995371000483,0.008477382481009854,0.0403394301305348,0.00869362244944437,0.014731218328743776,0.09851991682292062,0.14073290315922035,0.011033587498793703,0.06032338993518107,0.014682344683353808,0.011170245610327981,0.060396801909919584,0.17255550596561908,0.009174167662672747,0.08747463237913784,0.022078945238245627,25601610
256,2596,0.03463770747650532,0.036403286401292166,0.02895154374376471,0.0483901636945943,0.05133481413717072,0.04056211039149272,0.06429458924438237,0.07095206438028405,0.05644397374612597,0.02120996770226406,0.08722929147879883,0.07538129793795255,0.011308341504805608,0.034192157920431863,0.0017732377905305323,0.01951230986564795,0.0673157342220291,0.051455129153428154,0.010402207102761848,0.02674685414399068,0.0017263462895945835,0.01892576498207552,0.062196673886085574,0.04425590854820272,0.009707343930921604,0.023234186872264407,0.0014569934526020793,25606270.5
256,8475,0.05377786475171306,0.0398136429662615,0.02598287162532109,0.06809471527697102,0.05083512418244213,0.0339738793406795,0.08364506292163862,0.06437655496158998,0.044736701410501505,0.02669270166542004,0.07994767591578801,0.06265099978009227,0.008756615325331231,0.025530372751993453,0.001237495895768513,0.02565154506107773,0.06643927064885954,0.04128798588694453,0.007801478601901156,0.016870402801643952,9.696124196347702e-4,0.026670741633574187,0.0718864292695126,0.0459386823623793,0.007749672690210827,0.017752346152200966,9.295537005485856e-4,25612475
256,7969,0.04815410468758089,0.03581947024247061,0.020481624661035706,0.06075984199421166,0.04517402353383499,0.025845012633706463,0.07592268003040291,0.05717091174125449,0.032928130895570784,0.02576254579224525,0.0768730697668822,0.051687144086213846,0.008822024357371365,0.02067770138519663,9.690150215252327e-4,0.025372237217753012,0.08050571332369151,0.06295167790733358,0.008789467747358485,0.02309289278410666,9.60133191458221e-4,0.02731286043941458,0.08603786856311799,0.060884195852169955,0.009999458295702568,0.025805380223115494,0.0012408136252749287,25621005
256,48509,0.05097824397032773,0.047461651153581925,0.0415725764164517,0.05566875805684851,0.052442028956318144,0.04717776259752689,0.06174707010638641,0.058543489520229385,0.05384620484334865,0.018922228501374056,0.06313126214811292,0.05811014039443625,0.007819219893223013,0.023471532996090082,0.0012747429760225847,0.01913027728734946,0.06389009607159646,0.05199656203615934,0.007880633279859819,0.023273730802275495,0.001348324841451607,0.02030353260205598,0.07224147598970755,0.0617914608685109,0.008635647411500042,0.02589436344381256,0.0014469828354425347,25660185
256,15034,0.0395493609760436,0.039607783614696426,0.033776361090656716,0.04424847943261421,0.044302763428861205,0.0380635363648685,0.05254990512683095,0.05376886594042161,0.047483502280276105,0.0172503731280672,0.06463696070071237,0.05931695452636848,0.009289677300730674,0.03146940298575772,0.0017968953934495266,0.018327684639968478,0.07316724187287811,0.06609981754931991,0.00931866060796934,0.028566698963212175,0.0015881105333492706,0.019321373816373857,0.08217527872306309,0.08024271238489274,0.009960951806118183,0.032478705600827336,0.001641941211672223,25692482.5
257,11320,0.04677746462397998,0.04257471282193909,0.03528208385515234,0.04938641491664309,0.044321628030792155,0.03660029274682905,0.05502873966915467,0.04731560388361847,0.03706322524398272,0.018424796528589076,0.05576061983393763,0.03987184245064054,0.008347327858817663,0.022354171697300536,0.001711757956335671,0.022481229370831534,0.09889895144773121,0.09086723074139644,0.01050470685794305,0.036858442938856706,0.0017345813855393786,0.021136847279413208,0.079736977033440265,0.05794106511231085,0.009604499605458802,0.02780535620265912,0.0016094299067067742,25705659.5
257,7271,0.03419626217502443,0.03788686227486788,0.06912134450795783,0.0356831778104835,0.03684636700529592,0.0626650927874149,0.03961552802104363,0.03730423141011764,0.056368289306453094,0.013034612754199244,0.0403250976811156,0.049182437167536376,0.006239441420308966,0.023039853328158083,0.0017114137876434665,0.019960070480496053,0.09404462079869477,0.09465626462814988,0.007976917452332232,0.030414426520934994,0.001628027468538767,0.014773195542558324,0.05987088852486345,0.0820457221582702,0.007691139363996174,0.041254011645234206,0.0024647039783103615,25715299
257,13059,0.0612477650237438,0.05506672405495954,0.04050521008284329,0.06920815873914725,0.06236364494590136,0.045146180580224154,0.07309251767978016,0.0674818015583111,0.0479591031354996,0.02022461021255888,0.06773824665006266,0.050122412083394276,0.007144035219778826,0.017456103965922416,8.024867562596195e-4,0.019024971794012847,0.058254717654149565,0.043279098575689845,0.007086313575988341,0.019061333092286754,9.701927908281002e-4,0.019977869881069147,0.06459472869171702,0.051819176041730496,0.007432703580872661,0.021927352904642775,0.0010125407286255062,25726388
257,7383,0.053786410874403286,0.039611324251793964,0.025010513323132585,0.06074900964024383,0.04510400680928319,0.029506570147381162,0.06741304374522748,0.05182972289689209,0.036203227981047505,0.019809292757309974,0.06366607953792097,0.05161384703884695,0.00752402692816451,0.029447675314033812,0.00267933090798343,0.018997986821723895,0.06765565833736109,0.10631196821899376,0.007849240958216052,0.05240311359501632,0.003166036243864464,0.017783566520261643,0.05458487192540366,0.0538511825016078,0.00675734152646119,0.024760104803616477,0.001924846393808897,25737005
257,9435,0.08185670624169436,0.09198871996740386,0.08497498482453544,0.0654995862550655,0.07756004999554562,0.07832604616796093,0.05073137906499972,0.06223626446812115,0.06988249027559598,0.011149432785277696,0.042279936493330394,0.04891220742725257,0.004006867921243248,0.01368170206700749,5.411348899415057e-4,0.011322143955281605,0.038064017935863115,0.030605691982441438,0.004064435730487193,0.0112058580463432,4.903235877473312e-4,0.011232388681755818,0.045481545316858114,0.046570953441002094,0.0038714345824510956,0.012965517815300094,4.981800794934223e-4,25745958
257,13471,0.08931022480321033,0.08054089097315195,0.07543346709195481,0.07263520042287867,0.06847211203954073,0.06474952675274309,0.05939097182411049,0.059628795198796686,0.056924830013410345,0.014271131817243514,0.05121517807864437,0.0460588499788464,0.005598933307786102,0.017291538833994452,9.585257977180897e-4,0.014117356898791436,0.05098203874143211,0.05449699618483236,0.006075523062827005,0.024532038723862466,0.0012841710502558275,0.012146972744462126,0.032786003425526906,0.02234141184493703,0.004847540528004056,0.012899467774093818,0.0010103020869448353,25757612
257,2115,0.06339070576427983,0.07378432476292475,0.07073428409107956,0.06714593400863991,0.08586761230673473,0.0895530284121201,0.057579230127563066,0.08463609225869102,0.10030897553522951,0.011584886252404208,0.05767738190318754,0.07754785697354857,0.004743264544160928,0.022885107704022602,8.146015072767802e-4,0.009121057938510398,0.02405116879070268,0.016118197345275285,0.0032736201258185497,0.007268507126398656,4.29751810573964e-4,0.009532077391569712,0.026847853316177197,0.02192855645328285,0.003494128410136935,0.009195743050168376,4.860520895223081e-4,25766105
257,16576,0.09761579735960206,0.06591501876534167,0.05016052748827681,0.08484603185773179,0.06174060595463551,0.049996054248263866,0.07119495678948655,0.05614325853197388,0.04909640520760237,0.017236083413574948,0.05092467978164279,0.05252303960757704,0.0046627217763346605,0.014708892576549053,6.652005397676933e-4,0.01567472481548102,0.03984717880619934,0.03070639661196839,0.004213119731220926,0.012647775944436355,6.842969604687558e-4,0.018220477781319664,0.063126985731953,0.06124194233865191,0.005188652261503755,0.020185988344102835,8.331867743333391e-4,25777226.5
257,2032,0.12467494852631096,0.09727460513811384,0.04847184897432077,0.10897018470868741,0.09045101882220775,0.04563066888033081,0.08448477843454663,0.07737372400159477,0.03986654658621614,0.01858706492437008,0.055854647411058944,0.029909861290803454,0.005430402588247382,0.008802581423733507,3.4138271811763864e-4,0.015284821103551866,0.03733302222028272,0.017637482507145964,0.004537589955766383,0.00696327573123757,2.8962795611391784e-4,0.015288424537872342,0.0372751677784364,0.01751353608590511,0.004537340597067982,0.0069270277451376466,2.884193528219885e-4,25787665.5
257,9579,0.06503114608324531,0.07433775900384192,0.08493174096748078,0.05704866856513711,0.06658771635191221,0.07941403592820617,0.049662212567429136,0.058813855962797736,0.07204908555637335,0.011645043716652906,0.047543682133092804,0.05720678567272035,0.005011513199837237,0.019388245995766835,9.940380896501224e-4,0.011236876920978205,0.04854389515322513,0.053433974179495275,0.0053741825414244295,0.023169622568458163,0.001215061653621099,0.010949966832178701,0.03875305128701481,0.03679550076092635,0.004626620370930511,0.01537247601588485,8.632419217184777e-4,25794908
258,10250,0.06959998778195542,0.07500993590634362,0.058977748312264204,0.06850901322840437,0.07680813147285134,0.061396701777173567,0.06406916535512319,0.07720651489548404,0.06309819783111809,0.016152650492112834,0.06871168934134343,0.059465007501520596,0.008077129206422125,0.022329371860735334,0.0011692392121908227,0.013725702759191513,0.04218761921740394,0.026514514425039524,0.006585955836147891,0.013808833615273953,9.435704185796407e-4,0.013537820222156181,0.04122812436695663,0.027305198011045143,0.006761650478709125,0.015814209771570335,0.0010063167028831624,25807123.5
258,30924,0.09418713783655414,0.0803424194801366,0.06330350199979799,0.08335043405034466,0.0724316739255676,0.0579471783011062,0.0709099171989751,0.06259757139054548,0.050900070703975876,0.017412305880050626,0.054882606108800525,0.0458625895054632,0.004814570111594005,0.01296174194008905,4.8536335952160844e-4,0.0162564331841724,0.043884828950923715,0.031253419275403316,0.004457200081980207,0.010708139993851987,4.6513377760896464e-4,0.017698698044380224,0.05223207654853346,0.03483004425348133,0.0046759008420867295,0.010718201165420677,4.3084208963434803e-4,25828143.5
258,9514,0.08982618255185312,0.08523054267088385,0.0780955666811995,0.0763015528888658,0.07610553185926253,0.06515755228179604,0.06010545301945594,0.06583808600797832,0.055009190266723386,0.01345481929932772,0.055828520381808265,0.05354279366824298,0.0047196016781731074,0.015289958286839215,5.496873122638593e-4,0.012370407159362306,0.04146032623392015,0.038931960710397055,0.004318796767761483,0.012496897903064375,5.299026102517899e-4,0.011368026498712058,0.035576247904718354,0.0317384583699748,0.004080449265933381,0.011579870986724347,4.936167345062941e-4,25852785.5
258,15025,0.07138976962343763,0.060819189143852856,0.04213072053948162,0.07302219663351524,0.06448924327911071,0.044833093042642366,0.07273321281929172,0.06680943933378924,0.04660073361779103,0.02006804553938347,0.06686968888366521,0.05033318534836277,0.007327751096278779,0.017872502933310896,7.859788316491873e-4,0.019450096740450635,0.06749910511167627,0.05513608855945812,0.007104985461763613,0.018624187939076716,7.706776780189159e-4,0.018719380124384604,0.05285144706276866,0.03251680830734102,0.0066877575115745136,0.013851711663156005,7.030031747681627e-4,25867009
